Region,Species,2024_Q1,2024_Q2,2024_Q3,2024_Q4,2023_Q1,2023_Q2,2023_Q3,2023_Q4,2022_Q1,2022_Q2,2022_Q3,2022_Q4,2021_Q1,2021_Q2,2021_Q3,2021_Q4,2020_Q1,2020_Q2,2020_Q3,2020_Q4,2019_Q1,2019_Q2,2019_Q3,2019_Q4,2018_Q1,2018_Q2,2018_Q3,2018_Q4,2017_Q1,2017_Q2,2017_Q3,2017_Q4,2016_Q1,2016_Q2,2016_Q3,2016_Q4,2015_Q1,2015_Q2,2015_Q3,2015_Q4,2014_Q1,2014_Q2,2014_Q3,2014_Q4,2013_Q1,2013_Q2,2013_Q3,2013_Q4,2012_Q1,2012_Q2,2012_Q3,2012_Q4,2011_Q1,2011_Q2,2011_Q3,2011_Q4,2010_Q1,2010_Q2,2010_Q3,2010_Q4,2009_Q1,2009_Q2,2009_Q3,2009_Q4,2008_Q1,2008_Q2,2008_Q3,2008_Q4,2007_Q1,2007_Q2,2007_Q3,2007_Q4,2006_Q1,2006_Q2,2006_Q3,2006_Q4,2005_Q1,2005_Q2,2005_Q3,2005_Q4,2004_Q1,2004_Q2,2004_Q3,2004_Q4,2003_Q1,2003_Q2,2003_Q3,2003_Q4,2002_Q1,2002_Q2,2002_Q3,2002_Q4
Region IV-A ,Parrot fish ,12.83,10.15,6.15,9.71,12.45,22.8,23.0,22.0,21.08,17.65,34.3,15.45,23.2,13.31,9.4,22.65,19.35,36.84,35.56,36.75,16.24,17.38,11.11,36.81,25.72,25.28,15.48,26.11,0.81,12.28,33.78,59.8,1.47,1.47,0.81,2.13,,,,,2.95,2.065,2.065,1.18,,,,,,,,,1.22,1.22,1.22,1.22,459.84,23.2,7.97,163.67,8.253333333333332,11.46,6.79,6.51,,,,,1.2,7.12,0.95,1.36,8.185,16.17,8.185,0.2,6.9,9.4,8.433333333333334,9.0,4.0,17.0,10.333333333333334,10.0,3.0,7.0,18.0,6.0,9.5,9.5,13.0,6.0
Region IV-A ,Porgies ,42.5,65.0,47.15,7.26,0.2,0.2,0.2,0.2,16.53,61.0,26.15,10.3,26.14,18.91,14.0,13.41,29.71,13.87,16.29,28.1,19.79,26.94,20.12,16.54,15.51,24.81,110.89,15.9,13.83,29.49,13.64,18.05,5.31,14.39,15.2,12.45,4.1,11.52,11.7,17.92,6.43,57.34,42.53,44.96,15.06,38.98,28.63,19.84,4.46,12.74,16.53,16.0,5.15,4.06,19.25,25.07,846.78,37.5,18.75,301.01,2.0,15.24,8.06,11.0,0.15,0.68,1.5766666666666669,3.9,3.95,10.4,13.26,0.65,1.3,8.39,4.04,5.77,3.2,1.3,2.0,7.9,0.22,6.0,3.0,4.0,5.0,10.666666666666666,24.0,3.0,8.0,10.0,22.0,7.0
Region IV-A ,Round herring ,0.4,56.45,28.425,28.425,2.575,2.575,4.96,0.19,,,,,2.35,2.35,2.35,2.35,10.095,10.095,3.91,16.28,1.6,26.46,26.46,51.32,3.85,0.94,8.22,58.9,4.48,19.604999999999997,19.604999999999997,34.73,4.7,0.22,12.83,33.57,8.25,20.05,1.72,10.006666666666666,7.7,7.96,5.37,0.45,7.6,5.08,2.71,7.15,7.3,6.93,7.3,8.82,13.4,4.45,76.27,5.03,14.97,20.59,94.53,3.75,12.55,11.58,82.99,7.12,56.45,15.87,157.95,16.91,70.05,48.78,10.91,54.55,43.87,72.0,0.45,27.45,38.0,173.0,87.01666666666667,50.05,82.75,5.98,32.24333333333333,8.0,170.0,58.0,8.0,72.0,29.0,30.0,35.0,2.0
Region IV-A ,Roundscad ,1893.36,3055.02,2307.93,1318.36,2285.4,1660.87,1962.76,1330.39,1283.51,1189.55,1538.25,1103.25,1464.01,1125.37,1520.56,927.94,1873.62,1130.64,1298.72,553.06,1590.8,1983.07,1501.64,515.68,1574.57,2149.96,1380.25,1093.27,2216.99,2578.1,1498.82,850.73,2759.9,3626.22,2091.03,1476.63,4507.56,9637.64,4250.42,3526.53,6956.27,6604.43,2967.32,2936.34,6961.53,7025.17,3140.15,3037.58,5087.44,4253.59,3288.48,3536.27,4857.36,4313.57,3586.48,4296.76,5396.27,4684.09,4113.73,4437.47,6065.92,4655.74,3597.08,4037.29,4427.94,5826.91,3311.22,4263.33,6338.68,7685.33,2546.07,3296.97,9395.65,10857.27,1850.09,4404.39,6834.03,6855.28,1329.88,3846.65,7622.36,7156.77,1183.85,4097.08,8320.0,7715.0,1227.0,4507.0,6450.0,7866.0,1092.0,5521.0
Region IV-A ,Siganid ,3.0,0.13,1.565,1.565,0.5,36.77,14.73,13.0,34.38,45.89,48.63,0.7,43.41,14.18,13.3,19.27,66.98,28.02,46.2,61.72,36.56,64.51,39.6,70.72,15.41,0.87,73.34,36.97,0.25,536.25,19.91,25.7,3.94,3.94,0.17,7.71,0.515,0.515,0.62,0.41,1.5,6.3,0.48,1.82,1.12,20.77,0.29,2.38,60.44,2.59,0.47,1.32,0.45,0.92,0.29,0.14,7.66,74.8,8.86,2.0,24.41,88.45,37.04,29.69,60.99,137.77,2.98,52.37,9.36,89.41,8.77,2.25,7.1,12.0,1.72,9.74,6.73,16.09,4.08,30.0,11.0,10.0,20.333333333333332,40.0,17.0,14.0,41.0,11.0,18.0,19.0,17.0,11.0
Region IV-A ,Skipjack ,1339.96,1543.1,1428.61,1939.91,1428.57,909.91,775.18,992.57,557.47,378.23,874.74,1097.54,585.39,328.64,491.61,448.38,336.28,519.24,400.52,278.64,563.59,1260.54,540.23,272.11,426.94,320.19,410.25,259.97,393.75,382.12,278.21,718.32,675.64,424.83,277.63,920.75,466.93,543.02,1034.73,538.9,551.95,642.92,269.7,675.68,410.76,424.21,298.31,650.72,651.64,481.16,703.74,436.48,484.64,331.25,240.31,812.04,524.03,712.67,671.65,1108.51,601.47,447.58,736.35,1195.33,808.05,545.49,290.86,1175.01,455.2,250.38,437.97,1951.19,159.13,133.9,527.83,948.87,2739.55,1353.09,348.4,697.5,2687.76,1696.59,300.65,849.49,2531.0,1516.0,338.0,1022.0,1388.0,1589.0,327.0,1272.0
Region IV-A ,Slipmouth ,107.05,30.72,32.06,55.87,266.89,22.71,43.98,32.0,33.45,10.23,40.5,59.53,161.73,59.89,66.31,61.16,144.72,84.03,132.49,70.29,147.3,186.3,112.06,83.04,70.64,98.08,235.68,118.28,49.13,51.18,708.7,497.45,36.94,17.19,45.74,383.66,71.45,74.17,310.03,274.3,94.55,75.65,70.8,217.46,119.38,96.12,47.54,151.41,1270.87,1276.09,34.67,148.15,1227.73,1274.17,363.63,455.03,959.24,1292.84,491.82,693.97,357.8,1434.0,915.59,661.59,756.08,2681.03,861.34,658.52,1264.93,2771.36,1518.93,1224.43,2311.22,2687.75,1556.87,1831.69,2254.8,2574.91,2028.92,1420.94,2932.15,2947.57,921.18,1838.88,2898.0,3048.0,1020.0,2173.0,3133.0,3293.0,968.0,2617.0
Region IV-A ,Snapper ,4.28,183.14,3.45,9.25,0.21,0.6,3.5700000000000003,9.9,5.09,2.12,3.605,3.605,20.6,14.14,11.67,13.31,103.96,9.7,24.47,16.83,32.03,11.7,20.69,18.0,19.0,5.76,10.25,25.93,100.54666666666668,5.24,32.42,263.98,5.4,5.73,8.66,1.53,3.93,72.77,5.17,119.52,6.7,76.08,1.5,67.11,2.73,75.85,6.39,46.19,3.99,231.72,11.91,53.9,614.17,297.56,79.85,226.7,601.74,19.12,22.12,97.34,63.66,17.25,4.88,133.42,43.19,13.58,35.66,5.09,18.79,13.97,36.53,3.9,5.0,4.77,6.02,12.72,34.11,18.95,8.33,5.27,2.0,4.0,2.2,3.0,4.0,4.0,18.0,112.0,2.0,17.0,5.0,2.0
Region IV-A ,Spanish mackerel ,115.6,70.37,92.31,87.4,620.26,109.91,98.43,72.45,80.39,67.68,61.94,135.48,178.09,89.43,80.34,50.24,149.15,76.7,62.51,94.13,48.78,80.99,37.1,100.86,42.4,41.87,51.67,51.44,90.72,26.49,35.19,294.34,51.02,13.04,20.41,513.03,73.87,55.42,127.74,263.42,92.81,139.64,101.53,507.47,142.63,607.38,397.01,324.31,81.95,234.84,291.96,269.05,52.42,174.34,110.11,79.12,70.49,205.35,57.15,82.98,247.4,63.56,58.47,19.6,291.89,111.74,94.94,166.3,91.23,93.4,41.68,34.54,17.01,4.59,20.57,16.44,18.58,9.54,32.62,37.41,49.9,16.1,5.0,39.61,19.0,3.0,8.0,63.0,21.0,27.0,11.0,11.0
Region IV-A ,Squid ,173.63,94.23,183.43,137.94,827.95,228.22,158.84,88.06,351.87,219.72,162.34,178.41,272.24,247.46,247.83,94.49,363.05,292.89,199.32,96.86,157.84,239.69,124.24,83.37,89.19,142.02,292.03,124.35,128.74,130.68,110.24,526.93,197.73,174.79,88.05,754.24,155.15,143.79,118.52,261.51,237.84,170.97,158.9,143.3,215.92,228.23,495.28,153.47,510.81,482.31,375.99,162.82,485.59,518.57,279.98,579.56,381.36,488.03,314.34,419.91,558.93,1088.14,372.77,352.07,623.97,1331.36,295.21,410.64,789.37,1382.92,225.29,696.89,887.23,1251.5,270.55,132.84,1002.76,1183.87,251.72,802.29,1294.15,1481.92,147.8,822.19,1119.0,1550.0,305.0,1034.0,1209.0,1434.0,248.0,1192.0
Region IV-A ,Threadfin bream ,344.92,11.0,141.87,239.99,1466.63,35.78,59.37,111.44,82.36,48.27,115.56,229.21,52.76,62.87,152.17,99.1,439.3,44.86,97.84,143.7,54.4,93.01,90.98,152.46,61.69,33.0,130.59,92.39,113.52,71.68,66.81,98.17,70.86,82.27,38.28,218.17,40.8,126.87,399.13,354.88,63.97,82.94,118.94,206.79,120.02,85.2,77.07,163.75,49.75,41.96,13.75,175.51,70.99,44.93,22.36,75.07,474.31,119.9,118.94,116.75,269.98,236.64,124.79,146.76,434.65,118.04,553.44,127.97,339.24,216.5,1305.54,213.22,123.52,51.96,1466.0,68.27,113.14,146.78,1852.9,76.74,139.04,130.6,618.82,74.51,157.0,151.0,721.0,108.0,95.0,162.0,719.0,131.0
Region IV-A ,Yellowfin tuna ,1190.58,1088.12,1353.61,1390.1,1742.15,541.19,636.94,654.11,240.35,364.67,653.81,697.27,519.09,436.82,364.12,259.17,282.97,388.43,326.92,157.41,170.81,356.11,323.66,354.78,312.59,385.39,1355.88,231.17,355.56,493.2,1487.88,373.74,779.67,333.96,1108.32,512.54,393.28,967.67,308.36,566.38,723.79,1128.64,873.89,928.43,1473.43,991.97,1008.15,1353.64,1145.11,1054.02,673.49,1351.0,1090.07,843.6,485.91,642.62,999.95,1053.56,784.43,673.19,2312.76,1451.14,924.41,477.59,466.92,780.54,230.22,538.73,428.13,403.9,328.68,840.29,302.53,345.25,209.2,789.03,271.42,585.26,184.08,387.11,662.76,706.18,3197.89,514.72,618.0,849.0,2625.0,489.0,653.0,775.0,2568.0,604.0
Region IV-A ,Others,641.87,639.16,511.33,579.14,2307.16,587.33,632.81,513.47,574.21,476.74,457.18,693.4,668.05,458.03,566.54,619.63,1534.63,509.67,638.09,527.58,1016.87,912.63,727.81,870.77,1190.27,1760.31,917.02,914.89,1595.8,1688.49,1080.21,1250.34,1775.03,2107.16,987.72,1445.4,602.16,381.9,442.84,464.44,928.22,531.48,258.87,598.77,922.61,754.09,1121.35,704.31,2067.41,718.12,475.42,1379.39,3249.43,1120.04,1079.83,1089.31,3823.5,1086.98,974.99,1136.95,3176.85,1978.12,914.19,1067.87,1425.05,1337.24,1379.38,1144.62,904.84,969.09,1340.96,1217.91,346.79,325.78,478.62,1155.79,125.32,185.58,197.73,915.49,1941.66,249.46,1290.63,836.78,1855.0,472.0,2156.0,1096.0,2094.0,2465.0,4127.0,1315.0
MIMAROPA Region,Acetes ,5.6,5.6,5.6,5.6,,,,,0.76,0.76,0.76,0.76,0.73,1.86,1.86,2.99,3.38,3.38,3.38,3.38,,,,,1.47,1.12,1.31,2.16,1.7,1.17,2.65,4.47,1.88,1.43,2.51,4.53,1.99,1.26,2.59,5.17,5.2,1.26,2.5,4.94,4.29,1.19,2.37,5.11,4.23,1.18,2.73,5.05,5.45,1.36,3.53,4.96,6.91,1.52,14.25,6.81,8.2,1.0,24.93,6.08,9.11,8.85,3.98,5.48,3.0,6.73,5.5,3.4,4.1,4.3,5.32,1.9,4.0,3.2,2.31,2.0,5.0,2.5,2.05,1.0,2.0,3.0,4.0,3.0,1.0,2.0,2.0,1.6666666666666667
MIMAROPA Region,Anchovies ,5.55,82.35,10.07,31.8,230.77,120.51,0.05,45.69,112.93,105.19,43.19,0.27,168.11,142.53,308.45,85.72,174.13,159.39,233.8,126.27,348.05,154.81,245.06,170.18,386.49,477.76,245.64,226.99,413.99,786.27,281.29,507.21,594.08,832.96,192.57,519.32,454.91,779.33,402.62,574.84,293.88,863.17,485.66,648.9,276.53,979.65,553.54,629.3,332.46,958.76,618.89,803.73,418.52,1217.6,747.59,646.74,392.86,1155.62,1142.9,586.24,340.09,1021.77,825.27,573.65,323.75,846.27,525.76,410.83,418.69,829.5,822.3,386.73,553.9,870.85,812.1,990.5,548.33,847.9,790.0,993.0,648.7,829.0,743.53,954.0,591.0,741.0,596.0,629.0,617.0,663.0,589.0,292.0
MIMAROPA Region,Big-eyed scad ,74.21,126.07,463.09,305.04,28.64,250.94,123.66,141.05,281.34,66.92,172.47,45.51,297.55,264.92,85.84,308.02,270.21,261.49,96.7,322.76,210.6,185.48,85.49,322.64,108.55,177.51,101.87,350.23,89.71,217.12,99.94,435.38,101.48,184.86,92.01,447.69,214.29,873.27,260.17,417.69,287.68,787.54,289.02,367.21,240.14,750.66,307.41,358.36,310.59,535.47,359.28,418.52,388.0,811.26,255.63,460.22,433.83,778.48,228.64,500.13,563.65,443.57,203.72,482.48,348.16,466.27,314.17,531.33,394.05,410.39,484.08,322.26,402.63,494.14,489.79,560.84,369.1,398.18,487.51,566.68,321.24,362.03,432.52,592.76,300.0,320.0,213.0,222.0,293.0,290.0,208.0,180.0
MIMAROPA Region,Bigeye tuna ,38.24,13.0,14.79,24.98,2.28,7.163333333333334,3.04,16.17,108.69,9.01,23.07,0.23,44.39,38.13,50.81,24.89,43.53,50.66,46.87,39.0,39.74,59.42,22.11,30.21,100.42,44.3,32.0,35.35,152.51,50.98,42.86,38.69,114.88,67.22,47.61,42.11,94.9,47.99,50.41,32.7,101.35,52.11,49.36,29.69,95.44,61.21,42.65,33.15,69.3,50.91,51.27,47.43,78.1,46.25,69.14,38.51,130.89,383.54,348.23,37.58,20.2,47.15,37.54,21.95,181.81,394.32,399.62,361.18,91.15,279.31,334.17,306.06,100.38,303.29,306.38,527.2,66.14,159.81,275.25,510.87,,,,,,,,,,,,
MIMAROPA Region,Blue crab ,,,,,,,,,7.73,7.73,7.73,7.73,6.18,1.23,0.79,4.28,4.76,3.86,0.29,6.21,11.81,3.71,0.51,7.39,13.36,4.57,0.5,4.18,13.82,44.4,4.31,2.3,1.61,32.44,1.72,2.58,5.42,43.02,16.8,22.19,9.17,42.0,16.33,22.79,10.7,34.33,20.1,19.8,43.19,39.61,14.95,26.09,35.81,21.14,9.4,15.84,30.0,21.06,11.79,13.99,24.07,25.0,30.68,14.13,14.0,27.89,54.9,11.43,11.98,39.0,28.02,20.02,22.5,40.0,22.1,12.0,22.0,27.56,20.0,12.0,32.0,25.0,32.27,10.0,19.0,21.0,17.0,12.0,28.0,19.0,15.0,10.0
MIMAROPA Region,Caesio ,432.92,357.48,273.55,153.39,216.85,72.72,430.61,551.3,379.05,387.21,69.65,202.1,362.06,469.9,356.82,311.22,217.86,125.58,259.78,203.78,263.36,177.01,180.77,235.09,180.49,176.94,113.93,164.43,177.56,187.68,47.26,363.1,64.01,207.21,37.72,344.35,182.42,823.73,125.35,346.92,124.05,898.49,152.62,339.64,132.43,689.36,176.14,342.61,415.76,753.0,221.9,356.76,466.67,561.72,204.61,370.48,335.17,475.33,393.76,267.37,258.16,264.6,318.19,363.66,209.56,301.19,255.22,294.22,205.32,293.79,413.56,254.34,141.0,226.6,395.9,231.3,123.0,169.32,370.7,236.5,160.72,150.24,373.49,222.0,146.0,145.0,424.0,420.0,136.0,144.0,422.0,167.0
MIMAROPA Region,Cavalla ,59.57,28.77,8.53,66.56,27.79,20.12,37.89,40.33,202.76,57.36,33.31,14.61,252.71,150.3,79.08,254.51,136.11,80.32,91.85,128.43,240.15,93.14,95.2,154.66,118.46,180.49,79.35,207.6,116.4,238.05,86.62,313.49,91.25,253.07,66.52,322.27,172.28,221.65,181.13,322.7,191.25,248.0,206.3,291.1,230.93,250.02,218.5,255.24,228.08,228.55,278.13,339.56,181.88,288.52,379.7,569.03,334.93,238.66,438.76,566.95,199.4,138.49,248.98,404.59,136.55,254.53,411.45,418.13,117.68,262.35,286.28,351.71,123.1,253.3,234.9,321.1,101.67,180.87,217.4,314.8,136.93,159.08,196.24,301.04,123.0,136.0,222.0,422.0,125.0,131.0,223.0,354.0
MIMAROPA Region,Crevalle ,108.31,146.67,25.67,29.7,39.47,125.28,320.65,147.44,30.93,7.75,120.91,58.27,70.37,146.2,138.39,77.44,53.46,87.44,146.04,103.98,146.0,272.57,162.98,123.43,247.53,158.38,132.65,131.98,266.9,234.31,90.46,239.33,343.89,217.98,76.28,239.49,301.1,507.5,125.62,259.32,471.62,502.72,130.51,305.9,505.35,376.35,165.63,297.66,350.26,277.14,196.54,326.06,311.83,218.0,234.41,391.2,307.84,218.05,248.54,401.7,188.5,131.19,181.98,360.88,119.42,262.53,302.94,363.6,114.37,264.86,278.58,221.23,109.15,263.49,210.1,376.83,85.04,134.64,202.34,622.33,109.13,122.0,193.58,607.25,96.0,105.0,221.0,457.0,89.0,93.0,208.0,320.0
MIMAROPA Region,Eastern little tuna ,58.32,128.44,20.67,25.85,0.09,26.41,9.35,10.8,53.89,34.78,11.79,33.48666666666667,49.96,60.24,101.27,131.83,11.79,95.94,31.81,94.24,39.43,104.5,26.86,28.58,66.58,92.89,34.01,35.45,66.71,74.22,83.28,86.43,98.35,55.94,50.49,77.32,98.97,82.46,135.15,86.16,176.16,50.91,123.11,99.28,106.81,41.93,127.73,80.11,76.94,58.16,131.48,87.23,62.37,70.3,111.48,79.22,76.07,52.49,116.97,83.79,22.42,29.8,115.47,70.05,15.0,2.5,95.66,23.37,13.0,4.42,53.45,98.53,15.0,3.0,50.0,4.74,14.1,9.02,49.0,8.98,14.0,1.72,51.0,3.04,12.0,1.0,3.0,1.0,2.0,1.0,3.0,2.0
MIMAROPA Region,Fimbriated sardines ,36.66,9.08,3.23,16.58,102.78,79.26,66.5,25.67,227.32,0.33,46.22,18.62,249.24,243.62,267.71,182.8,278.32,287.82,271.84,230.81,413.79,312.32,286.81,284.64,302.34,355.86,282.39,248.43,338.04,391.35,315.56,567.08,322.31,355.29,339.69,542.69,364.96,377.66,141.74,551.36,270.16,342.5,178.32,678.49,230.86,367.07,208.37,727.67,257.31,224.01,217.46,715.53,301.42,286.1,235.54,822.8,339.33,282.04,232.68,1010.54,260.39,170.21,212.03,1219.0,231.87,258.0,256.77,966.45,194.81,257.2,1168.06,1038.6,205.5,257.6,1264.3,1281.6,140.34,128.09,1156.1,1383.4,166.04,115.0,1134.56,1350.0,103.0,102.0,1035.0,1300.0,89.0,88.0,34.0,871.0
MIMAROPA Region,Flying fish ,12.7,27.53,23.47,90.27,8.51,12.67,31.63,43.07,16.71,26.3,8.19,32.93,75.29,38.72,9.54,1.46,27.23,25.49,3.52,3.24,16.91,40.51,4.8,10.6,6.71,50.19,5.26,7.81,4.39,34.6,4.38,6.04,5.56,33.88,5.6,6.91,38.73,19.82,4.76,13.22,38.44,11.7,3.24,19.88,35.68,9.84,3.06,15.54,40.91,2.09,30.48,11.76,26.94,1.41,17.88,18.85,17.56,1.75,13.11,18.21,4.31,2.4,11.93,19.44,5.0,1.7,16.41,16.21,24.0,1.5,3.8,17.68,2.18,2.0,3.35,13.4,2.0,3.45,3.25,17.5,1.0,2.5,1.0,25.0,3.0,1.0,1.0,59.0,7.0,7.0,7.0,7.0
MIMAROPA Region,Frigate tuna ,664.11,1403.62,1133.27,524.84,253.83,1266.39,458.33,915.48,733.59,744.89,415.0,120.29,711.5,1063.98,1013.07,616.84,818.31,783.82,794.92,820.07,722.9,880.43,594.82,675.08,645.81,902.2,607.34,722.72,748.65,1042.45,441.25,661.35,580.57,1038.49,330.34,584.92,572.16,983.93,551.0,567.14,624.15,1065.91,703.56,610.2,590.29,1028.28,728.14,623.12,679.29,988.88,767.92,714.22,657.48,917.21,881.52,668.05,808.72,874.37,1225.35,719.12,683.7,932.39,1863.14,704.1,439.92,1065.54,1494.06,699.58,447.53,1073.05,921.62,582.64,446.54,1024.75,951.69,881.5,330.39,579.41,896.82,883.15,389.25,411.87,845.36,851.99,356.0,359.0,652.0,647.0,315.0,335.0,564.0,255.0
MIMAROPA Region,Goatfish ,2.09,2.09,2.09,2.09,0.07,1.2,0.635,0.635,100.0,55.24,7.5,6.1,173.52,101.17,98.87,129.32,139.5,42.17,64.46,121.44,176.85,44.02,85.61,153.32,232.15,68.19,99.48,137.78,256.29,100.6,67.08,150.9,80.09,107.94,63.23,184.28,117.47,262.88,209.61,211.86,124.69,259.1,273.22,145.55,124.37,243.58,217.25,128.75,98.56,243.7,188.47,143.44,83.4,186.96,170.28,123.97,92.96,135.39,208.43,136.91,83.89,78.36,237.57,130.06,86.55,194.29,129.49,100.01,85.55,194.6,282.38,75.16,86.5,293.4,279.3,143.7,86.0,290.03,288.0,144.2,77.24,279.0,285.73,153.0,75.0,251.0,314.0,297.0,215.0,231.0,300.0,282.0
MIMAROPA Region,Grouper ,38.21,15.91,11.11,41.67,14.57,39.28,174.48,47.53,61.41,39.58,28.09,9.85,70.07,37.27,62.08,117.1,78.69,15.47,31.11,78.51,27.89,50.91,39.71,100.91,32.19,41.46,29.72,80.99,51.57,35.33,17.7,106.11,29.88,27.78,17.71,117.94,124.28,253.25,42.28,207.76,98.67,296.91,43.15,157.12,98.88,355.3,61.89,151.76,96.4,249.13,85.53,183.31,113.85,216.47,91.28,419.26,102.99,185.72,144.75,435.37,60.31,124.73,316.02,373.57,47.65,220.69,442.39,388.39,61.7,220.81,523.03,313.55,67.2,220.24,339.4,265.2,64.67,162.66,318.95,264.75,82.91,158.0,351.32,264.0,128.0,131.0,400.0,265.0,118.0,126.0,391.0,140.0
MIMAROPA Region,Hairtail ,19.595,9.84,19.595,29.35,1.55,4.02,2.7849999999999997,2.7849999999999997,24.13,9.68,3.04,12.283333333333333,22.72,4.39,12.06,22.0,16.76,3.84,9.12,12.17,7.48,12.56,9.98,13.33,49.39,99.56,15.5,13.47,54.0,121.72,17.17,23.07,41.67,134.48,14.04,20.9,84.69,66.72,70.91,86.7,52.71,9.6,133.57,116.14,50.35,8.47,147.58,102.15,42.38,3.83,86.5,103.18,38.07,4.23,132.45,76.03,44.29,4.11,175.58,76.23,42.55,2.58,183.51,76.5,41.3,36.59,256.4,84.46,52.36,33.62,45.84,72.18,44.6,30.95,45.0,23.9,57.75,39.04,51.35,21.65,32.42,36.0,42.8,2.0,34.0,35.0,42.0,2.0,29.0,35.0,42.0,5.0
MIMAROPA Region,Indian mackerel ,259.44,389.81,151.52,77.02,24.09,73.87,102.08,262.64,184.53,532.27,73.11,140.12,226.21,208.29,396.54,233.31,194.9,210.93,431.04,154.35,201.43,493.18,470.18,182.56,219.34,564.16,437.24,175.92,220.71,629.77,536.99,348.24,408.29,616.61,532.35,360.97,364.03,1056.78,329.07,387.3,479.32,873.78,349.51,367.09,486.34,879.16,396.69,384.54,362.76,790.23,455.52,504.22,415.03,813.17,380.31,470.05,838.33,968.57,459.2,569.49,732.38,693.48,376.29,648.76,407.64,791.42,439.6,662.38,404.3,789.67,340.39,504.85,371.53,835.63,344.03,638.77,343.13,557.85,362.04,668.69,412.02,483.08,314.14,668.57,374.0,432.0,320.0,241.0,353.0,375.0,216.0,195.0
MIMAROPA Region,Bali sardinella ,92.02,953.36,165.41,161.32,23.82,297.19,207.61,169.62,338.63,392.7,76.67,33.37,485.65,896.61,692.01,323.81,477.52,895.24,818.94,483.47,361.82,913.5,860.05,576.28,547.1,1125.79,790.04,626.61,539.25,915.97,837.11,827.22,478.05,1027.3,940.36,819.24,500.48,1286.87,578.66,511.44,449.94,1373.42,591.41,502.99,448.79,1143.5,623.63,474.26,585.56,943.79,618.35,572.95,554.98,825.72,567.54,493.14,754.68,853.82,744.16,641.42,704.03,574.86,568.37,638.61,852.15,1121.57,757.16,664.01,1044.68,1072.55,807.52,586.5,1088.19,1110.29,813.95,664.9,1004.0,952.18,819.0,656.79,1287.99,926.25,790.88,651.97,740.0,810.0,380.0,255.0,671.0,724.0,365.0,281.0
MIMAROPA Region,Indo-pacific mackerel ,2.21,3.38,53.89,102.51,8.33,14.17,19.3,17.97,191.72,754.94,516.43,53.83,299.59,230.22,548.79,175.9,311.09,294.99,656.19,287.84,380.35,345.91,674.12,336.95,372.28,719.23,639.76,545.43,380.66,770.62,700.26,545.4,347.96,796.98,700.57,657.19,203.31,714.34,127.3,382.82,426.32,748.87,143.46,410.45,389.33,645.55,162.74,396.11,326.39,568.84,241.09,447.61,425.48,528.98,179.79,375.24,466.46,603.81,178.61,417.34,327.45,314.14,161.2,379.43,255.98,301.17,157.5,382.98,239.44,293.68,477.7,268.33,204.66,296.51,483.74,469.27,145.94,211.14,476.75,574.05,173.76,181.3,466.5,540.08,160.0,159.0,253.0,238.0,149.0,149.0,240.0,233.0
MIMAROPA Region,Mullet ,0.43,0.43,0.43,0.43,1.6,1.6,1.6,1.6,5.65,1.35,2.3366666666666664,0.01,6.66,0.75,13.0,3.53,4.1,1.23,13.87,3.68,2.85,3.63,4.1,12.21,10.56,3.51,4.03,14.4,10.87,3.65,7.64,2.6,4.646666666666666,4.85,4.21,4.88,2.3,16.14,3.92,33.09,0.51,20.11,4.08,18.4,0.55,20.03,2.33,16.26,5.21,3.11,2.17,19.67,0.06,3.09,1.5,12.99,2.0,3.14,7.2,14.17,1.54,3.0,30.0,14.32,2.5,1.8,46.0,8.97,1.9,1.9,5.0,35.31,1.1,2.0,4.2,2.0,1.0,1.62,4.0,4.0,2.0,1.5,3.0,3.0,1.0,2.0,2.0,1.0,2.0,5.0,4.0,3.6666666666666665
MIMAROPA Region,Parrot fish ,15.72,28.45,13.81,10.66,4.29,3.96,14.73,15.26,17.35,7.2,10.59,5.2,18.28,13.11,13.25,10.09,16.16,23.14,14.92,15.96,11.85,14.66,15.25,14.67,29.79,114.66,10.12,16.95,29.75,120.52,16.62,27.57,18.97,122.48,14.63,48.58,22.16,85.78,35.75,105.9,16.11,116.5,54.41,113.29,20.71,137.87,62.29,124.4,70.76,77.92,82.51,144.87,94.72,49.5,102.86,80.15,70.16,66.41,174.57,86.51,45.38,41.42,161.0,62.02,39.2,51.4,257.71,69.84,34.9,54.0,44.66,105.22,37.4,54.3,39.4,41.8,39.33,45.75,30.95,53.3,35.0,39.0,61.03,40.0,31.0,33.0,81.0,101.0,29.0,31.0,76.0,75.0
MIMAROPA Region,Porgies ,,,,,15.54,15.54,15.54,15.54,127.7,186.23,156.965,156.965,97.99,211.27,194.13,160.62,79.32,31.55,99.82,115.36,77.49,41.25,39.77,99.2,28.97,25.58,39.39,118.67,26.6,18.75,40.09,41.25,52.28,15.57,39.89,58.92,77.09,57.18,59.81,101.4,43.31,58.85,68.64,129.53,35.19,52.59,71.67,122.12,34.85,67.08,75.73,163.99,32.66,74.73,57.21,230.9,39.29,84.63,67.68,220.84,31.93,50.4,148.02,250.04,30.2,102.35,204.99,251.48,30.95,96.15,190.06,173.14,29.3,95.6,141.1,40.0,22.83,71.32,119.95,40.2,2.0,64.0,138.03,3.0,4.0,67.0,138.0,4.0,53.0,56.0,133.0,95.0
